id,question,answer,answer_start,is_impossible,abstract
28907,How many refugees are infected by COVID-19?,,,True,"Abstract Background 68.5 million people around the world have been forced to leave their houses. Refugees have mainly to face their adaption in a host country, which involves bureaucracy, different culture, poverty, and racism. The already fragile situation of refugees becomes worrying and challenged in the face of the new coronavirus (COVID-19) epidemic. Therefore, we aimed to describe the factors that can worsen the mental health of refugees. Method The studies were identified in well-known international journals found in three electronic databases: PubMed, Scopus, and Embase. The data were cross-checked with information from the main international newspapers. Results According to the literature, the difficulties faced by refugees with the COVID-19 pandemic are potentiated by the pandemic state. There are several risk factors common to coronavirus and psychiatric illnesses as overcrowding, disruption of sewage disposal, poor standards of hygiene, poor nutrition, negligible sanitation, lack of access to shelter, health care, public services, and safety. These associated with fear and uncertainty create a closed ground for psychological sickness and COVID-19 infection. Conclusions There should be not only a social mobilization to contain the virus, but also a collective effort on behalf of the most vulnerable populations."
33477,What is the percentage of male in deceased patients?,67%,531,False,"In response to the recent novel coronavirus outbreak originating in Wuhan, Hubei province, China, observations concerning novel coronavirus mortality are of urgent public health importance. The present work presents the first review of the fatal novel coronavirus cases in China. Clinical data of fatal cases published by the Chinese Government were studied. As of 2 February 2020, the clinical data of 46 fatal cases were identified. The case fatality rate was significantly higher in Hubei province than the rest of China. While 67% of all deceased patients were male, gender was unlikely to be associated with mortality. Diabetes was likely to be associated with mortality. There is, however, not yet sufficient evidence to support the association between hypertension and mortality as similar prevalence of hypertension was also observed in the Hubei population."
32622,Which country is most affted by COVID-19 beside China?,Iran,140,False,"Background Early papers on the mental health of the public during the Covid-19 pandemic surveyed participants from China. Outside of China, Iran has emerged as one of the most affected countries with a high death count and rate. The paper presents the first empirical evidence from Iranian adults during the Covid-19 pandemic on their level of distress and its predictors. Methods On March 25-28, 2020, a dire time for Covid-19 in Iran, we surveyed 1058 adults from all 30 provinces in Iran using the Covid-19 Peritraumatic Distress Index (CPDI). Findings The distress level of Iranian adults (mean: 34.54; s.d.: 14.92) was significantly higher (mean difference: 10.9; t=22.7; p<0.0001; 95% CI: 10.0 to 11.8) than that of Chinese adults (mean: 23.65; s.d.: 5.45) as reported in a prior study with the same measure of Covid-19 Peritraumatic Distress Index (CPDI). We also found the predictors of distress in Iran vary from those in China. Interpretation Our findings that the predictors of distress in Iran vary from those in China suggest the need to study the predictors of mental health in individual countries during the Covid-19 pandemic to effectively identify and screen for those more susceptible to mental health issues. Keywords: Coronavirus; 2019-nCoV; Distress; Mental health; Psychiatric screening; Identifiers of mental issues in Covid-19 pandemic; Iran; Early evidence"
30420,Where is this hospital that conducted a rapid care circuit and virological diagnosis?,"Marseille, France",292,False,"Abstract Background Rapid virological diagnosis is needed to limit the length of isolation for suspected COVID-19 cases. Method We managed the first 280 patients suspected to have COVID-19 through a rapid care circuit and virological diagnosis in our infectious disease reference hospital in Marseille, France. Rapid viral detection was performed on sputum and nasopharyngeal samples. Results Over our study period, no SARS-CoV-2 was detected. Results were obtained within approximately 3 h of the arrival of patient samples at the laboratory. Other viral infections were identified in 49% of the patients, with most common pathogens being influenza A and B viruses, rhinovirus, metapneumovirus and common coronaviruses, notably HKU1 and NL63. Conclusion Early recognition of COVID-19 is critical to isolate confirmed cases and prevent further transmission. Early rule-out of COVID-19 allows public health containment measures to be adjusted by reducing the time spent in isolation."
29315,Which type of patients are more likely be infected by COVID-19?,,,True,"ABSTRACT This consensus document has been drawn up by the Techniques and Transplantation and Nursing areas of the Spanish Society of Pulmonology and Thoracic Surgery (SEPAR) and the Spanish Society of Respiratory Endoscopy (AEER) with the aim of providing information on the safe and effective use of bronchoscopy in patients with suspected or confirmed COVID-19 infection. Our priority is to ensure the safety of our patients, the health workers caring for them, and the community in general.At this stage in the pandemic, our information on the use of bronchoscopy in patients of this type is based on the experience of hospitals in other countries, and scientific publications are scarce. The objective of this document is to compile these experiences, based on recommendations from official agencies, in a document offering guidance in daily clinical practice."
26656,What is the median age of COVID-19 patients?,57.0 years,645,False,"BACKGROUND: Coronavirus Disease 2019 (COVID-19) caused by Severe Acute Respiratory Syndrome Coronavirus -2 (SARS-CoV-2) infection has been widely spread. We aim to investigate the clinical characteristic and allergy status of patients infected by SARS-CoV-2. METHODS: Electronical medical records including demographics, clinical manifestation, comorbidities, laboratory data and radiological materials of 140 hospitalized COVID-19 patients, with confirmed result of SARS-CoV-2 viral infection were extracted and analysed. RESULTS: An approximately 1:1 ratio of male (50.7%) and female COVID-19 patients was found, with an overall median age of 57.0 years. All patients were community acquired cases. Fever (91.7%), cough (75.0%), fatigue (75.0%) and gastrointestinal symptoms (39.6%) were the most common clinical manifestations, whereas hypertension (30.0%) and diabetes mellitus (12.1%) were the most common comorbidities. Drug hypersensitivity (11.4%) and urticaria (1.4%) were self-reported by several patients. Asthma or other allergic diseases was not reported by any of the patients. Chronic obstructive pulmonary disease (COPD, 1.4%) and current smokers (1.4%) were rare. Bilateral ground glass or patchy opacity (89.6%) were the most common signs of radiological finding. Lymphopenia (75.4%) and eosinopenia (52.9%) were observed in most patients. Blood eosinophil counts correlate positively with lymphocyte counts in severe (r=0.486, p<0.001) and non-severe (r=0.469, p<0.001) patients after hospital admission. Significantly higher levels of D-dimer, C-reactive protein and procalcitonin were associated with severe patients compared to non-severe patients (all p<0.001). CONCLUSION: Detailed clinical investigation of 140 hospitalized COVID-19 cases suggest eosinopenia together with lymphopenia may be a potential indicator for diagnosis. Allergic diseases, asthma and COPD are not risk factors for SARS-CoV-2 infection. Elder age, high number of comorbidities and more prominent laboratory abnormalities were associated with severe patients."
15286,What will happen at eh end of February in Hubei based on the simulation?,a slow down of the outbreak,3045,False,"Since the first suspected case of coronavirus disease-2019 (COVID-19) on December 1st, 2019, in Wuhan, Hubei Province, China, a total of 40,235 confirmed cases and 909 deaths have been reported in China up to February 10, 2020, evoking fear locally and internationally. Here, based on the publicly available epidemiological data for Hubei, China from January 11 to February 10, 2020, we provide estimates of the main epidemiological parameters. In particular, we provide an estimation of the case fatality and case recovery ratios, along with their 90% confidence intervals as the outbreak evolves. On the basis of a Susceptible-Infectious-Recovered-Dead (SIDR) model, we provide estimations of the basic reproduction number (R(0)), and the per day infection mortality and recovery rates. By calibrating the parameters of the SIRD model to the reported data, we also attempt to forecast the evolution of the outbreak at the epicenter three weeks ahead, i.e. until February 29. As the number of infected individuals, especially of those with asymptomatic or mild courses, is suspected to be much higher than the official numbers, which can be considered only as a subset of the actual numbers of infected and recovered cases in the total population, we have repeated the calculations under a second scenario that considers twenty times the number of confirmed infected cases and forty times the number of recovered, leaving the number of deaths unchanged. Based on the reported data, the expected value of R(0) as computed considering the period from the 11th of January until the 18th of January, using the official counts of confirmed cases was found to be ∼4.6, while the one computed under the second scenario was found to be ∼3.2. Thus, based on the SIRD simulations, the estimated average value of R(0) was found to be ∼2.6 based on confirmed cases and ∼2 based on the second scenario. Our forecasting flashes a note of caution for the presently unfolding outbreak in China. Based on the official counts for confirmed cases, the simulations suggest that the cumulative number of infected could reach 180,000 (with a lower bound of 45,000) by February 29. Regarding the number of deaths, simulations forecast that on the basis of the up to the 10th of February reported data, the death toll might exceed 2,700 (as a lower bound) by February 29. Our analysis further reveals a significant decline of the case fatality ratio from January 26 to which various factors may have contributed, such as the severe control measures taken in Hubei, China (e.g. quarantine and hospitalization of infected individuals), but mainly because of the fact that the actual cumulative numbers of infected and recovered cases in the population most likely are much higher than the reported ones. Thus, in a scenario where we have taken twenty times the confirmed number of infected and forty times the confirmed number of recovered cases, the case fatality ratio is around ∼0.15% in the total population. Importantly, based on this scenario, simulations suggest a slow down of the outbreak in Hubei at the end of February."
14761,What is the date that the World Health Organization say COVID-19 is a public health emergency of international concern?,"January 30, 2020",120,False,"The World Health Organization (WHO) declared the current COVID-19 a public health emergency of international concern on January 30, 2020. Countries in the Eastern Mediterranean Region (EMR) have a high vulnerability and variable capacity to respond to outbreaks. Many of these countries addressed the need for increasing capacity in the areas of surveillance and rapid response to public health threats. Moreover, countries addressed the need for communication strategies that direct the public to actions for self- and community protection. This viewpoint article aims to highlight the contribution of the Global Health Development (GHD)/Eastern Mediterranean Public Health Network (EMPHNET) and the EMR’s Field Epidemiology Training Program (FETPs) to prepare for and respond to the current COVID-19 threat. GHD/EMPHNET has the scientific expertise to contribute to elevating the level of country alert and preparedness in the EMR and to provide technical support through health promotion, training and training materials, guidelines, coordination, and communication. The FETPs are currently actively participating in surveillance and screening at the ports of entry, development of communication materials and guidelines, and sharing information to health professionals and the public. However, some countries remain ill-equipped, have poor diagnostic capacity, and are in need of further capacity development in response to public health threats. It is essential that GHD/EMPHNET and FETPs continue building the capacity to respond to COVID-19 and intensify support for preparedness and response to public health emergencies."
29619,What does the ICU nurses face at high risk?,developing somatic symptom disorder (SSD),100,False,"Abstract Objective In treating highly infectious COVID-19 pneumonia, ICU nurses face a high risk of developing somatic symptom disorder (SSD). The present study aims to investigate the symptoms and causes of SSD of ICU nurses treating COVID-19 pneumonia. The research results are expected to provide evidence for the establishment of a better management strategy. Methods This study enrolled a total of 140 ICU nurses who were selected by Jiangsu Province Hospital to work in Wuhan (the epicenter of the COVID-19 epidemic in China) on 3rd February 2020. A questionnaire “Somatic Symptom Disorders for ICU Nurses in Wuhan No.1 Hospital” was designed based on the “International Classification of Functioning, Disability and Health” (ICF). Exploratory factor analysis was performed to cluster the symptoms, and logistic regression analysis to find the risk factors of the symptoms. Results Five major symptoms were chest-discomfort-and-palpitation (31.4%), dyspnea (30.7%), nausea (21.4%), headache (19.3%), and dizziness (17.9%). In exploratory factor analysis, the symptoms were classified into three clusters: Cluster A of breathing and sleep disturbances (dizziness, sleepiness, dyspnea); Cluster B of gastrointestinal complaints and pain (nausea, headache), and Cluster C of general symptoms (xerostomia, fatigue, chest-discomfort-and-palpitation). In Cluster A, urine/feces splash, sex, and sputum splash were independent predictive factors. In Cluster B, fall of protective glasses and urine/feces splash were independent predictive factors. In Cluster C, urine/feces splash and urine/feces clearance were independent predictive factors. Conclusion The ICU nurses in Wuhan showed varying and overlapping SSDs. These SSDs could be classified into three symptom clusters. Based on the characteristics of their SSDs, specific interventions could be implemented to safeguard the health of ICU nurses."
31779,What will be the ealiest damaged organ except the lungs?,Heart,2260,False,"Background The illness progress of partial patient of COVID-19 is rapid and the mortality rate is high.we aim to describe the clinical features in death cases with COVID-19. Methods In this single center, observational study, We recruited all Death Cases with COVID-19 from Dec 30, 2019 to Feb 16, 2020 in Intensive care unit of Wuhan Jinyintan Hospital.Demographics, basic diseases, X-ray/CT results, possible therapy strategies and test results when their entrance into admission, ICU and 48 h before death were collected and analyzed. Results This study involved 101 COVID-19 dead cases in Intensive care unit of Wuhan Jinyintan Hospital.47 patients went directly to the ICU because of critical condition, and 54 patients were transferred to ICU with aggravated condition.57 (56.44%) were laboratory confirmed by RT-PCR, and 44 (43.6%) were consistent with clinical diagnostic criteria.The cases included 64 males and 37 females with average age of 65.46 years (SD 9.74). The blood type distribution was significantly different, with type A 44.44%, type B 29.29%, type AB 8.08% and type O 18.19%.The clinical manifestations of new coronavirus pneumonia are non-specific,the common symptom was fever (91 [90.10%] of 101 patients),Cough (69[68.32%]) and dyspnea (75[74.26%]). Neutrophils, PCT, CRP,IL-6,D-dimer gradually increased as time went on.Myocardial enzymes were abnormal in most patients at admission,with the progress of the disease, myocardial damage indicators were significantly increased.61(60.40%) used antiviral drugs,59(58.42%) used glucocorticoids, 63.37% used intravenous immunoglobulins, and 44.55% used thymosin preparations. All patients received antibiotic treatment, 63(62.38%) used restricted antibiotics, 23(22.78%) used antifungal drugs.84(83.17%) used non-invasive ventilator or high-flow oxygen therapy equipment, and 76.24% used invasive mechanical ventilation. 7 patients were treated with ECMO and 8 patients were treated with CRRT.The median time from ARDS to invasive mechanical ventilation was 3.00 days(IQR 0.00-6.00). The duration of invasive mechanical ventilation was 5 days (IQR2.00-8.00). Conclusions Critical COVID-19 can cause fatal respiratory distress syndrome and multiple organ failure with high mortality rate. Heart may be the earliest damaged organ except the lungs. Secondary infection in the later period is worthy of attention."
32434,What is a antiviral drugs that works for COVID-19?,,,True,"ABSTRACTThe virus that causes COVID-19, SARS-CoV-2, has a large RNA genome that encodes numerous proteins that might be targets for antiviral drugs. Some of these proteins, such as the RNA-dependent RNA polymers, helicase and main protease, are well conserved between SARS-CoV-2 and the original SARS virus, but several others are not. This study examines one of the most novel proteins encoded by SARS-CoV-2, a macrodomain of nonstructural protein 3 (nsp3). Although 26% of the amino acids in this SARS-CoV-2 macrodomain differ from those seen in other corona-viruses, the protein retains the ability to bind ADP-ribose, which is an important characteristic of beta coronaviruses, and potential therapeutic target."
32327,Where does the study take place?,Shenyang Sixth People's Hospital,384,False,"Background: COVID-19 is an emerging disease caused by the SARS-CoV-2 virus; no specific medication has been identified to date. We aimed to investigate the administered medications and intervention times for patients who completely recovered from COVID-19. Methods: This single-center, retrospective, and observational study included 55 patients with COVID-19 who were transferred to Shenyang Sixth People's Hospital between January 20 and March 15, 2020. Demographic information, symptoms, laboratory indicators, treatment processes, and clinical outcomes were collected. Administered drugs and intervention times were compared in 47 and eight patients with mild and severe symptoms, respectively. Findings: All 55 patients recovered. Fifty-three patients (96.36%) received antiviral therapy, including 45 in the mild group (median treatment: 14 days; 17 received umifenovir) and all eight severe-group patients (median treatment: 17.5 days; four received lopinavir/ritonavir). Twenty-nine patients (52.72%) were administered antibiotics, including 21 in the mild group (median treatment: 13.5 days; 15 received moxifloxacin) and all eight in the severe group (median treatment: 9 days; two received linezolid). Moreover, seven patients (12.72%) were treated with glucocorticoids and nine (16.36%) with immunomodulators. Interpretation: Given the 100% recovery rate, early administration of antiviral drugs can be considered. Umifenovir may benefit patients with mild symptoms, while lopinavir/ritonavir may benefit those with severe symptoms. Prophylactic administration of common antibiotics may reduce the risk of co-infection. The use of glucocorticoids is usually not necessary."
31429,When is Wuhan travel shutdown?,"January 23, 2020",830,False,"Background Estimation of the fraction and contagiousness of undocumented novel coronavirus (COVID-19) infections is critical for understanding the overall prevalence and pandemic potential of this disease. Many mild infections are typically not reported and, depending on their contagiousness, may support stealth transmission and the spread of documented infection. Methods Here we use observations of reported infection and spread within China in conjunction with mobility data, a networked dynamic metapopulation model and Bayesian inference, to infer critical epidemiological characteristics associated with the emerging coronavirus, including the fraction of undocumented infections and their contagiousness. Results We estimate 86% of all infections were undocumented (95% CI: [82%-90%]) prior to the Wuhan travel shutdown (January 23, 2020). Per person, these undocumented infections were 52% as contagious as documented infections ([44%-69%]) and were the source of infection for two-thirds of documented cases. Our estimate of the reproductive number (2.23; [1.77-3.00]) aligns with earlier findings; however, after travel restrictions and control measures were imposed this number falls considerably. Conclusions A majority of COVID-19 infections were undocumented prior to implementation of control measures on January 23, and these undocumented infections substantially contributed to virus transmission. These findings explain the rapid geographic spread of COVID-19 and indicate containment of this virus will be particularly challenging. Our findings also indicate that heightened awareness of the outbreak, increased use of personal protective measures, and travel restriction have been associated with reductions of the overall force of infection; however, it is unclear whether this reduction will be sufficient to stem the virus spread."
51894,What is applied to subjects coming from endemic areas or who had contact with confirmed cases?,A 14 days quarantine,1429,False,"In December 2019 a new form of pneumonia was observed in the Chinese province of Hubei.[1] The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was subsequently identified as responsible of this condition, defined coronavirus disease (COVID-19).[2] The virus has now spread outside Chinese borders with 82,297 cases and 2,804 deaths worldwide at the 26th of February.[3] After infection, symptoms appear after an incubation time of 3-5 days, with 80% of those infected developing a mild disease, 15% a severe disease and 5% will require support in intensive care unit (ICU).[4] Overall, the estimated case-fatality rate is comprised between 0.4% and 2.9% and the basic reproduction number is approximately 3.28.[4,5] SARS-CoV-2 is a new pathogen for humankind and any type of immune protection exist, thus everybody can be potentially infected. Moreover, no primary prophylaxis measures (vaccination) nor effective treatments are available. If the above represented percentages are applied to the worldwide populations, it appears clear why any measure should be considered to avoid a further diffusion of the virus and prevent the saturation and collapse of health systems and the most catastrophic pandemic since 1919 Spanish flu. Isolation of those affected and the use of personal protective equipment (PPE) are the mainstay to block transmission of this pathogen, which is presumed through respiratory droplets. A 14 days quarantine is applied to subjects coming from endemic areas or who had contact with confirmed cases. It is assumed that, if in this period the subject does not develop any sign or symptoms compatible with COVID-19, he is not infected and thus the quarantine can be removed, and the subject returned to the community. Domiciliary quarantine of 14 days since a positive test is applied also for patients with a diagnosed mild disease who did not need medical support. These rules are effective in controlling infections in the community, but several doubts arise when it is necessary to transpose them in the hospital setting. Hospitals are indeed a delicate place in epidemics: they collect fragile persons who can be exposed to the virus and are subsequently readmitted to the community thus spreading the infection. Indeed, the ongoing outbreak in Northern Italy has been linked to a single infected patient who accessed to a community hospital where he transmitted the virus to several other patients and health-care operators.[6] Moreover, the isolation of patients in the hospital setting impose a significant burden in terms of PPE used by the health-care operators, space dedicated and time employed in their management. Even more complex is the situation of patients in ICU, where viral spreading is facilitated by endotracheal tubes and manoeuvres performed on the respiratory tract. Therefore, a clear definition of the infectiousness timing and intensity of viral spreading is mandatory to alleviate the burden on the health-care system. Unfortunately, the data available on the topic are scarce and composed only of measurements of viral shedding, without an assessment of the infectivity. Kim et al.[7] assessed the viral load kinetics of SARS-CoV-2 in upper and lower respiratory tract materials in the first two confirmed patients in Korea. They employed real-time reverse transcriptase polymerase chain reaction (rRT-PCR) to detect SARS-CoV-2 and converted cycle threshold (CT) values of rRT-PCR into RNA copy number. The detection limit of rRT-PCR was 2,690 copies/mL. Overall, viral load above detection limit was detected until 14 and 25 days after symptoms onset and for 13 and 11 days after the first detection, respectively.[7] Of note, both patients received treatment with lopinavir/ritonavir. Instead, Zou and colleagues analysed viral load in repeated nasal and throat swabs obtained from the 17 symptomatic patients.[8] They also employed rRT-PCR and considered a CT of 40 as detection limit. Higher viral loads were observed in nasal swabs and in samples collected soon after symptoms onset. Overall, only two patients prese ted positive samples, and only in nasal swab, 14 days after symptoms onset, and with low viral load. In conclusion, a larger amount of data about duration of viral spreading and infectivity in hospitalized patients, especially in ICU, is badly needed to better define quarantine period and avoid nosocomial transmission. Before their availability, the canonical 14 days period of quarantine should be respected."
30553,What is the percentage of patients that went to Wuhan?,26.8%,754,False,"Abstract Aim To accumulate evidence that indicates the key role played by virus-triggered inflammation in the 2019-novel coronavirus disease (COVID-19) which emerged in Wuhan City and rapidly spread throughout China. Methods Age, neutrophil(NEU)-to-lymphocyte (LYM) ratio (NLR), lymphocyte-to-monocyte(MON) ratio, platelet-to-lymphocyte ratio(PLR), and C-reactive protein(CRP) of 93 patients with laboratory confirmed COVID-19 were investigated and compared. The receiver operating characteristic curve was applied to determine the thresholds for five bio-markers, and their prognostic values were assessed via the Kaplan–Meier curve and multivariate COX regression models. Results The median age was 46.4 years old, and 37cases were females. A total of 26.8% of patients had been to Wuhan, and 73.1% had contacted with people from Wuhan. Fever (83.8%) and cough (70.9%) were the two most common symptoms. Elevated NLR and age were significantly associated with illness severity. The binary logistic analysis identified elevated NLR (hazard risk [HR] 2.46, 95% confidence interval [CI] 1.98–4.57) and age (HR 2.52, 95% CI 1.65–4.83) as independent factors for poor clinical outcome of COVID-19. NLR exhibited the largest area under the curve at 0.841, with the highest specificity (63.6%) and sensitivity (88%). Conclusions Elevated age and NLR can be considered independent biomarkers for indicating poor clinical outcomes."
32690,How many people have died in United States of America due to COVID-19?,,,True,"As of April 5th 2020, SARS-CoV-2 has resulted in over 273,000 confirmed infections in the United States of America. Incidence continues to rise. As the epidemic threatens to overwhelm health care systems, identifying regions where the expected disease burden is likely to be high relative to the rest of the country is critical for enabling prudent and effective distribution of emergency resources. Across all global regions affected by the pandemic, an elevated risk of severe outcomes has consistently been observed in older age groups. Using age-specific mortality patterns in tandem with demographic data, we map a projection of the cumulative burden of COVID-19 and the associated cumulative burden on the healthcare system at the county-scale in the United States for a scenario in which 20% of the population of each county acquires infection. We identify regions that may be particularly impacted relative to the rest of the country, and observe a general trend that per capita disease burden and relative healthcare system demand may be highest away from major population centers."
31722,What are core disease control strategies?,Individual quarantine and active monitoring of contacts,0,False,"Individual quarantine and active monitoring of contacts are core disease control strategies, particularly for emerging infectious diseases such as Coronavirus Disease 2019 (COVID-19). To estimate the comparative efficacy of these interventions to control COVID-19, we fit a stochastic branching model, comparing two sets of reported parameters for the dynamics of the disease. Our results suggest that individual quarantine may contain an outbreak of COVID-19 with a short serial interval (4.8 days) only in settings with high intervention performance where at least three-quarters of infected contacts are individually quarantined. However, in settings where this performance is unrealistically high and the outbreak of COVID-19 continues to grow, so too will the burden of the number of contacts traced for active monitoring or quarantine. In such circumstances where resources are prioritized for scalable interventions such as social distancing, we show active monitoring or individual quarantine of high-risk contacts can contribute synergistically to social distancing. To the extent that interventions based on contact tracing can be implemented, therefore, they can help mitigate the spread of COVID-19. Our model highlights the urgent need for more data on the serial interval and the extent of presymptomatic transmission in order to make data-driven policy decisions regarding the cost-benefit comparisons of individual quarantine vs. active monitoring of contacts."
32572,Where were the genome samples in this report collected?,"Washington State, USA",500,False,"Following its emergence in Wuhan, China, in late November or early December 2019, the SARS-CoV-2 virus has rapidly spread throughout the world. On March 11, 2020, the World Health Organization declared Coronavirus Disease 2019 (COVID-19) a pandemic. Genome sequencing of SARS-CoV-2 strains allows for the reconstruction of transmission history connecting these infections. Here, we analyze 346 SARS-CoV-2 genomes from samples collected between 20 February and 15 March 2020 from infected patients in Washington State, USA. We found that the large majority of SARS-CoV-2 infections sampled during this time frame appeared to have derived from a single introduction event into the state in late January or early February 2020 and subsequent local spread, strongly suggesting cryptic spread of COVID-19 during the months of January and February 2020, before active community surveillance was implemented. We estimate a common ancestor of this outbreak clade as occurring between 18 January and 9 February 2020. From genomic data, we estimate an exponential doubling between 2.4 and 5.1 days. These results highlight the need for large-scale community surveillance for SARS-CoV-2 introductions and spread and the power of pathogen genomics to inform epidemiological understanding."
33611,Which group is the primary subject that this report concerned?,pregnant women,194,False,"Interim guidance has been issued by the World Health Organization (WHO) and Centers for Disease Control and Prevention (CDC) on managing COVID-19, which include some recommendations specific to pregnant women mostly drawn on experience from previous coronavirus outbreaks.8, 9 Chinese expert recommendations for the care of pregnant women with suspected and confirmed COVID-9 were developed and disseminated in China quite early following the outbreak in Wuhan.10 These recommendations have been dynamic, evolving as more knowledge about epidemiology, pathogenesis, disease progression and clinical course among infected pregnant patients has been gathered. Limited clinical experience in managing pregnant women with COVID-19 and their neonates has been reported from China recently based on a case series of nine pregnancies with confirmed COVID-19 treated in Zhongnan Hospital of Wuhan University and 10 neonates (nine pregnancies) delivered at five different hospitals,11, 12 although many more cases (>100) of suspected or confirmed COVID-19 have been treated and delivered in several hospitals in China according to the news releases and media reports. So far, no maternal deaths have been reported. There appears to be some risk of premature rupture of membranes, preterm delivery, fetal tachycardia and fetal distress when the infection occurs in the third trimester of pregnancy. However, there is no evidence suggesting transplacental transmission based on very limited data, as the analysis of amniotic fluid, cord blood, neonatal throat swab, and breast milk samples available from six of the nine patients were found to be negative for SARS-COV-2. Whether virus shedding occurs vaginally is also not known."
32895,What is the status of vaccines and targeted therapeutics for treatment of this COVID-19?,currently lacking,256,False,"AbstractThe emergence of SARS-CoV-2 is responsible for the pandemic of respiratory disease known as COVID-19, which emerged in the city of Wuhan, Hubei province, China in late 2019. Both vaccines and targeted therapeutics for treatment of this disease are currently lacking. Viral entry requires binding of the viral spike receptor binding domain (RBD) with the human angiotensin converting enzyme (ACE2). In an earlier paper1, we report on the specific residue interactions underpinning this event. Here we report on the de novo computational design of high affinity antibody variable regions through the recombination of VDJ genes targeting the most solvent-exposed ACE2-binding residues of the SARS-CoV-2 spike protein using the software tool OptMAVEn-2.02. Subsequently, we carry out computational affinity maturation of the designed prototype variable regions through point mutations for improved binding with the target epitope. Immunogenicity was restricted by preferring designs that match sequences from a 9-mer library of “human string content” (HSC)3. We generated 60 different variable region designs and report in detail on the top five that trade-off the greatest affinity for the spike epitope (quantified using the Rosetta binding energies) with low immunogenicity scores. By grafting these designed variable regions with frameworks, high-affinity monoclonal antibodies can be constructed. Having a potent antibody that can recognize the viral spike protein with high affinity would be enabling for both the design of sensitive SARS-CoV-2 detection devices and for their deployment as neutralizing antibodies."
51068,Which virus caused COVID-19?,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),117,False,"Summary Background A cluster of patients with coronavirus disease 2019 (COVID-19) pneumonia caused by infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) were successively reported in Wuhan, China. We aimed to describe the CT findings across different timepoints throughout the disease course. Methods Patients with COVID-19 pneumonia (confirmed by next-generation sequencing or RT-PCR) who were admitted to one of two hospitals in Wuhan and who underwent serial chest CT scans were retrospectively enrolled. Patients were grouped on the basis of the interval between symptom onset and the first CT scan: group 1 (subclinical patients; scans done before symptom onset), group 2 (scans done ≤1 week after symptom onset), group 3 (>1 week to 2 weeks), and group 4 (>2 weeks to 3 weeks). Imaging features and their distribution were analysed and compared across the four groups. Findings 81 patients admitted to hospital between Dec 20, 2019, and Jan 23, 2020, were retrospectively enrolled. The cohort included 42 (52%) men and 39 (48%) women, and the mean age was 49·5 years (SD 11·0). The mean number of involved lung segments was 10·5 (SD 6·4) overall, 2·8 (3·3) in group 1, 11·1 (5·4) in group 2, 13·0 (5·7) in group 3, and 12·1 (5·9) in group 4. The predominant pattern of abnormality observed was bilateral (64 [79%] patients), peripheral (44 [54%]), ill-defined (66 [81%]), and ground-glass opacification (53 [65%]), mainly involving the right lower lobes (225 [27%] of 849 affected segments). In group 1 (n=15), the predominant pattern was unilateral (nine [60%]) and multifocal (eight [53%]) ground-glass opacities (14 [93%]). Lesions quickly evolved to bilateral (19 [90%]), diffuse (11 [52%]) ground-glass opacity predominance (17 [81%]) in group 2 (n=21). Thereafter, the prevalence of ground-glass opacities continued to decrease (17 [57%] of 30 patients in group 3, and five [33%] of 15 in group 4), and consolidation and mixed patterns became more frequent (12 [40%] in group 3, eight [53%] in group 4). Interpretation COVID-19 pneumonia manifests with chest CT imaging abnormalities, even in asymptomatic patients, with rapid evolution from focal unilateral to diffuse bilateral ground-glass opacities that progressed to or co-existed with consolidations within 1–3 weeks. Combining assessment of imaging features with clinical and laboratory findings could facilitate early diagnosis of COVID-19 pneumonia. Funding None."
32867,How many participants are concerned in this study?,"9,624,428",196,False,"Objectives: Describe the burden and prevalence of prognostic factors of severe COVID-19 disease at national and county level in Sweden. Design: Cross sectional study Setting: Sweden Participants: 9,624,428 individuals living in Sweden on 31st December 2014 and alive on 1st January 2016 Main outcome measures: Burden and prevalence of prognostic factors for severe COVID-19 based on the guidelines from the World Health Organization and European Centre for Disease Prevention and Control, which are age 70 years and older, cardiovascular disease, cancer, chronic obstructive pulmonary disease, severe asthma, and diabetes. Prognostic factors were identified based on records for three years before 1st January 2016 from the Swedish National Inpatient and Outpatient Specialist Care Register, Prescribed Drug Register, and Cancer Register. Results: 22.1% of the study population had at least one prognostic factor for severe COVID-19 (2,131,319 individuals), and 1.6% had at least three factors (154,746 individuals). The prevalence of underlying medical conditions in the whole study population ranged from 0.8% with chronic obstructive pulmonary disease (78,516 individuals) to 7.4% with cardiovascular disease (708,090 individuals), and the county specific prevalence of at least one prognostic factor ranged from 19.2% in Stockholm (416,988 individuals) to 25.9% in Kalmar (60,005 individuals). Conclusions: The prevalence of prognostic factors for severe COVID-19 disease will aid authorities in optimally planning healthcare resources during the ongoing pandemic. Results can also be applied to underlying assumptions of disease burden in modelling efforts to support COVID-19 planning. This information is crucial when deciding appropriate strategies to mitigate the pandemic and reduce both the direct mortality burden from the disease itself, and the indirect mortality burden from potentially overwhelmed health systems."
